"date","pressure_average(hPa)","pressure_sea_level(hPa)","precipitation_sum(mm)","precipitation_max_1hour(mm)","precipitation_max_10minutes(mm)","temperature_average(℃)","temperature_max(℃)","temperature_min(℃)","humidity_average(%)","humidity_min(%)","wind_average_speed(m/s)","wind_max_speed(m/s)","wind_max_speed_direction(m/s)","wind_max_instantaneous_speed(m/s)","wind_max_instantaneous_direction(m/s)","sunshine_duration_(h)","snow_fall(cm)","snow_depth(cm)","weatherdaytime (06:00-18:00)","weathernighttime (18:00-06:00)","block_no","Source_Sheet"
2022-07-25,951.1,1009.2,0,0,0,27.1,35.5,20.3,64,33,2.3,6.1,"南",9.6,"南南西",10.8,0,0,NA,NA,"47637","47637_2022_7"
2022-07-26,951.8,1010.3,0,0,0,25,28.2,21.8,81,68,1.8,5,"南",6.7,"南南西",1.8,0,0,NA,NA,"47637","47637_2022_7"
2022-07-27,953.7,1012.5,9,3.5,1,24.3,27.5,22.5,89,74,1.7,4.4,"西北西",7.9,"西北西",0.6,0,0,NA,NA,"47637","47637_2022_7"
2022-07-28,955.3,1013.8,0.5,0.5,0.5,26.2,32.8,21.5,79,53,2,6.1,"南",8.6,"南南西",7,0,0,NA,NA,"47637","47637_2022_7"
2022-07-29,957.1,1015.5,0,0,0,27.2,34.3,21.6,72,46,2.3,5.6,"南",8.5,"南",8.6,0,0,NA,NA,"47637","47637_2022_7"
2022-07-30,956.4,1014.7,0,0,0,27.5,34.8,21.8,70,43,2.6,6.4,"西北西",9.6,"西北西",11.1,0,0,NA,NA,"47637","47637_2022_7"
2022-07-31,955.3,1013.4,0,0,0,28,34.9,21.5,66,39,3.2,8.6,"西",11.6,"西",12,0,0,NA,NA,"47637","47637_2022_7"
2022-07-01,983.1,1014.3,0,0,0,30.1,38.5,24.5,63,30,2.4,9.9,"南南西",14.3,"南西",11.2,0,0,"晴後一時曇、雷を伴う","晴一時曇、雷を伴う","47638","47638_2022_7"
2022-07-02,982.9,1014.2,0,0,0,28.9,36.5,25,72,42,2.4,8.7,"南西",12.8,"南西",8.8,0,0,"晴後時々曇、雷を伴う","曇時々晴一時雨","47638","47638_2022_7"
2022-07-03,980.6,1012.2,0.5,0.5,0.5,26.4,29.8,23.9,80,66,1.6,3.5,"西北西",5,"西北西",0,0,0,"雨時々曇","曇時々雨","47638","47638_2022_7"
2022-07-04,979.6,1011.5,16.5,10.5,3.5,23.3,24.8,22,88,76,1.4,3.7,"南南西",5.1,"南",0,0,0,"雨後時々曇、雷を伴う","曇","47638","47638_2022_7"
2022-07-05,977.7,1009.6,18.5,9.5,3,22.8,24.3,21.5,93,82,1.1,2.3,"南西",3.6,"西",0,0,0,"雨一時曇","曇時々晴一時雨","47638","47638_2022_7"
2022-07-06,974.5,1005.9,0.5,0.5,0.5,26.8,34.5,21.6,76,42,2,6.5,"南西",8.6,"南南西",7.2,0,0,"曇時々晴一時雨、雷を伴う","曇一時雨、雷を伴う","47638","47638_2022_7"
2022-07-07,977.1,1008.6,0,0,0,26.8,33.5,22.2,73,44,2,6.9,"南西",10.1,"南南西",7.3,0,0,"晴時々曇一時雨、雷を伴う","曇後一時雨","47638","47638_2022_7"
2022-07-08,974.2,1005.5,0,0,0,26.9,33.5,23.6,72,46,2.6,8,"南西",11.6,"南西",8.7,0,0,"曇一時雨後晴","曇一時雨","47638","47638_2022_7"
2022-07-09,971.6,1002.9,0.5,0.5,0.5,26.3,32.3,22.7,74,53,2.7,8.2,"南西",11.8,"南南西",5.6,0,0,"曇後時々晴","雨時々曇","47638","47638_2022_7"
2022-07-10,974.4,1005.6,0.5,0.5,0.5,27.3,32.9,23.1,71,45,2.7,7.5,"南西",10.6,"南西",10.4,0,0,"晴","晴後時々曇","47638","47638_2022_7"
2022-07-11,975.6,1006.8,0,0,0,28.7,35.1,23.9,68,46,2.7,9.2,"南南西",12.6,"南西",11,0,0,"晴時々曇","曇後時々雨","47638","47638_2022_7"
2022-07-12,974.7,1006.1,7.5,7.5,4,26.8,30.5,23.3,78,60,2.3,5.3,"南西",7.4,"西南西",1.1,0,0,"曇時々雨、雷を伴う","曇時々雨、雷を伴う","47638","47638_2022_7"
2022-07-13,972.7,1004,4.5,2.5,1.5,26.7,32.8,23,79,50,1.7,4.6,"西",6.5,"南",3.1,0,0,"曇時々晴後雨","曇後一時雨","47638","47638_2022_7"
2022-07-14,972.4,1004,8.5,6.5,1.5,24.5,27.9,22.9,88,70,1.6,7.1,"南西",10.9,"南西",0.1,0,0,"雨時々曇","雨時々曇","47638","47638_2022_7"
2022-07-15,970.5,1002.1,17,8.5,4,23.7,25.9,22.2,93,77,1,3,"南南西",3.9,"南南西",0,0,0,"雨時々曇","曇時々雨","47638","47638_2022_7"
2022-07-16,970.6,1002.2,13,6,2,23.5,26.3,21.8,93,75,1.3,3,"南西",4.7,"南西",0,0,0,"雨時々曇、雷を伴う","雨時々曇、雷を伴う","47638","47638_2022_7"
2022-07-17,969,1000.3,1.5,1.5,1,25.5,31.3,21.2,81,54,1.9,6.3,"西北西",8.2,"西北西",6.3,0,0,"曇一時雨後時々晴","曇時々晴","47638","47638_2022_7"
2022-07-18,972.6,1003.8,0,0,0,26.6,32,22.2,75,45,2,5.8,"南西",8.7,"南西",2.8,0,0,"曇","曇時々雨","47638","47638_2022_7"
2022-07-19,971,1002.5,1.5,1,0.5,25,25.8,24.1,90,84,1.3,2.8,"西",3.7,"北北東",0,0,0,"雨時々曇","曇時々雨","47638","47638_2022_7"
2022-07-20,971.7,1002.8,0,0,0,27.8,34.4,23.5,69,36,2.8,7.7,"北西",11.2,"北西",5.7,0,0,"曇後時々晴","曇時々晴","47638","47638_2022_7"
2022-07-21,973.5,1004.7,0,0,0,27.4,32.7,23,69,49,2,7.1,"南南西",9.5,"南西",5.2,0,0,"曇一時晴後時々雨","曇時々雨","47638","47638_2022_7"
2022-07-22,968.4,999.5,0.5,0.5,0.5,27.6,33.7,24,77,55,2,5.3,"南西",7.7,"南西",7.1,0,0,"雨時々曇後晴、雷を伴う","晴後時々曇","47638","47638_2022_7"
2022-07-23,969.8,1000.8,0,0,0,28.9,36.5,22.9,64,35,2.4,7.4,"南南西",10.9,"南南西",9.9,0,0,"晴","曇一時雨","47638","47638_2022_7"
2022-07-24,975.7,1006.9,0,0,0,27.7,33,23.5,71,51,2.9,7.5,"南南西",11.2,"南西",9.3,0,0,"晴時々曇","曇後一時晴","47638","47638_2022_7"
2022-07-25,978.3,1009.5,0,0,0,29,36.2,23.7,65,38,2.6,8.4,"南南西",11.9,"南西",11.3,0,0,"晴","曇後晴一時雨","47638","47638_2022_7"
2022-07-26,979.5,1011.1,2,2,1.5,26,28.6,24.3,84,73,1.6,4.6,"南西",6.7,"西南西",0.2,0,0,"曇時々雨、雷を伴う","曇時々雨、雷を伴う","47638","47638_2022_7"
2022-07-27,980.7,1012.3,5.5,6.5,2.5,26.5,29.8,23.9,86,68,1.5,3.8,"西南西",5.9,"西南西",1.2,0,0,"曇後一時雨、雷を伴う","曇後時々晴","47638","47638_2022_7"
2022-07-28,982.5,1014,11.5,8.5,3,28,34.6,23.6,77,50,2.5,8.5,"南南西",11.9,"南西",8,0,0,"曇時々晴一時雨、雷を伴う","雨後曇時々晴、雷を伴う","47638","47638_2022_7"
2022-07-29,984.3,1015.8,0,0,0,28.4,35.5,23.1,74,45,2.5,6.6,"南西",9.9,"南南西",10.2,0,0,"晴、雷を伴う","曇時々晴一時雨、雷を伴う","47638","47638_2022_7"
2022-07-30,983.2,1014.5,0,0,0,29.6,35.7,25.9,73,48,2.9,9.2,"南南西",13.8,"南西",10.3,0,0,"晴時々曇、雷を伴う","曇一時雨、雷を伴う","47638","47638_2022_7"
2022-07-31,981.8,1012.9,3.5,3.5,2.5,30.3,37.6,25.4,70,43,2.5,8.5,"南西",11.6,"南南西",10.8,0,0,"晴後時々曇、雷を伴う","曇時々雨一時晴、雷を伴う","47638","47638_2022_7"
2022-07-01,920.8,NA,0,0,0,25.4,32.7,19.5,73,40,1.9,5.2,"南東",8.8,"東南東",8,0,0,NA,NA,"47640","47640_2022_7"
2022-07-02,921,NA,0,0,0,21.8,22.6,20.6,92,87,1.5,2.9,"西北西",5.2,"西北西",NA,0,0,NA,NA,"47640","47640_2022_7"
2022-07-03,917.1,NA,0.5,0.5,0.5,22.9,26.8,20.1,84,69,2.5,5.3,"西",9.8,"西",0.1,0,0,NA,NA,"47640","47640_2022_7"
2022-07-04,915.8,NA,8.5,3.5,1.5,20.2,23.1,18.4,90,69,2.3,5.9,"西北西",10.8,"西北西",0.1,0,0,NA,NA,"47640","47640_2022_7"
2022-07-05,914.4,NA,20,6.5,2,19.9,22.8,16.9,95,76,1.5,3.6,"西北西",6.2,"西北西",0.7,0,0,NA,NA,"47640","47640_2022_7"
2022-07-06,912.4,NA,0,0,0,22.6,28.4,18.7,84,58,2.1,4.4,"東南東",7.5,"東",5.6,0,0,NA,NA,"47640","47640_2022_7"
2022-07-07,914.9,NA,0,0,0,21.9,26.5,18.9,84,64,2.7,5.5,"東南東",9.3,"東南東",7.4,0,0,NA,NA,"47640","47640_2022_7"
2022-07-08,912.1,NA,0,0,0,21.9,26.6,18.9,81,62,2.4,5,"東南東",9.5,"東南東",6.9,0,0,NA,NA,"47640","47640_2022_7"
2022-07-09,909.3,NA,0,0,0,21.7,26.6,18,84,64,1.9,5.1,"南東",8.4,"南東",1.6,0,0,NA,NA,"47640","47640_2022_7"
2022-07-10,912,NA,0.5,0.5,0.5,22.7,28.1,19.2,78,53,2.1,4.6,"西",8.7,"西",6,0,0,NA,NA,"47640","47640_2022_7"
2022-07-11,913.7,NA,0,0,0,23.5,30,17.9,81,55,2.2,5.4,"南東",8.3,"南東",6.8,0,0,NA,NA,"47640","47640_2022_7"
2022-07-12,912.6,NA,0,0,0,22.2,27.2,20.7,88,68,1.9,4.8,"南東",7.4,"南東",0.8,0,0,NA,NA,"47640","47640_2022_7"
2022-07-13,910.8,NA,1.5,0.5,0.5,21.9,27.6,19.1,87,64,2.4,4.6,"東南東",8.2,"東南東",3.4,0,0,NA,NA,"47640","47640_2022_7"
2022-07-14,910.1,NA,21,9.5,3.5,20.3,23.4,19.2,97,80,1.7,3.6,"東南東",6.4,"北東",0.3,0,0,NA,NA,"47640","47640_2022_7"
2022-07-15,908,NA,14,5,1.5,20.1,21.9,19.3,99,87,1.3,3.3,"東南東",4.7,"南東",0,0,0,NA,NA,"47640","47640_2022_7"
2022-07-16,908.1,NA,26.5,6.5,3,19.8,22.5,18.5,97,79,1.3,3.8,"北",6.1,"北西",0,0,0,NA,NA,"47640","47640_2022_7"
2022-07-17,906.7,NA,0.5,0.5,0.5,21.7,27.4,18.3,88,63,2,5.3,"南東",8,"東南東",4.8,0,0,NA,NA,"47640","47640_2022_7"
2022-07-18,910.1,NA,0,0,0,23.1,30.1,18.2,82,51,2.2,5,"西南西",8.4,"西南西",5.3,0,0,NA,NA,"47640","47640_2022_7"
2022-07-19,908.5,NA,3,1.5,0.5,22.2,25.2,20.6,89,74,2.7,5,"西北西",8.8,"西",0,0,0,NA,NA,"47640","47640_2022_7"
2022-07-20,909.7,NA,0,0,0,24.8,30,20.1,70,41,2.6,5.5,"西北西",9.2,"北西",11.1,0,0,NA,NA,"47640","47640_2022_7"
2022-07-21,911.4,NA,0,0,0,22.7,27.8,19.3,81,58,1.4,4.4,"西北西",7.8,"西北西",2.8,0,0,NA,NA,"47640","47640_2022_7"
2022-07-22,906.6,NA,2.5,2,1,23.7,30.2,19.3,82,53,2.4,5.2,"南西",9.6,"西南西",8.5,0,0,NA,NA,"47640","47640_2022_7"
2022-07-23,908.2,NA,1.5,1.5,0.5,23.7,31.2,18.7,81,44,1.8,5.4,"南東",8.8,"南東",8.6,0,0,NA,NA,"47640","47640_2022_7"
2022-07-24,913.3,NA,0,0,0,22.7,27.8,18.8,82,58,2.3,5.2,"西北西",9.6,"北西",7.4,0,0,NA,NA,"47640","47640_2022_7"
2022-07-25,915.9,NA,0,0,0,24.5,30.6,19.1,72,46,2.4,4.8,"南東",7.9,"西",9,0,0,NA,NA,"47640","47640_2022_7"
2022-07-26,916.8,NA,17,7.5,3,21.8,24.4,20.3,97,85,1.1,2.7,"西南西",5,"西南西",0,0,0,NA,NA,"47640","47640_2022_7"
2022-07-27,917.8,NA,0,2,0.5,23.2,26.7,20.6,87,73,3.1,5.8,"西",9.7,"西",2.5,0,0,NA,NA,"47640","47640_2022_7"
2022-07-28,919.9,NA,6.5,5,2.5,23.8,29.6,19.2,84,62,2,6.3,"北西",9.8,"西北西",5.1,0,0,NA,NA,"47640","47640_2022_7"
2022-07-29,921.5,NA,0,0,0,24.4,31.1,18.8,81,55,2.4,4.6,"西北西",8,"西北西",10,0,0,NA,NA,"47640","47640_2022_7"
2022-07-30,920.7,NA,0,0,0,25.3,32,19.6,80,50,2.5,5.4,"西南西",9.8,"西北西",12.4,0,0,NA,NA,"47640","47640_2022_7"
2022-07-31,919.6,NA,0,0,0,25.1,31.8,20.7,84,48,1.4,4.2,"東南東",7.9,"北",7,0,0,NA,NA,"47640","47640_2022_7"
2022-07-01,1013.1,1015.6,0,0,0,28.3,34.3,24.1,76,57,2.3,5.7,"西",9.1,"西",12.1,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-02,1013,1015.5,0,0,0,28.5,31.9,26.7,74,53,2.7,5,"西北西",8.9,"西",8.5,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-03,1010,1012.5,1.5,1,0.5,27.2,30,25.5,84,70,2.3,4.5,"西",8.9,"西南西",0.1,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-04,1008.3,1010.8,1.5,1.5,0.5,26,29.1,24.4,83,62,2.4,5,"西南西",9.1,"南西",0.4,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-05,1006.8,1009.3,11,7.5,4,24.6,27.5,23.3,91,78,1.2,2.9,"北",4.4,"北",0,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-06,1003.3,1005.8,0,0,0,27,33.1,22.3,77,51,2.3,5.4,"東",8.9,"西",7.6,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-07,1006.9,1009.4,0,0,0,27,32.3,23.3,72,55,2.5,5,"東南東",8.3,"南東",5.9,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-08,1004.6,1007.1,0,0,0,25.8,29.5,23.6,74,59,1.9,5.4,"西",9.1,"西",1.9,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-09,1001.6,1004.1,0.5,0.5,0.5,26.2,30.1,22.4,76,59,2.1,4.9,"西",7.9,"西",2,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-10,1004.3,1006.8,1.5,1,0.5,26.4,30.6,23.2,81,58,2,4.8,"西北西",7.5,"西北西",5.7,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-11,1005.6,1008.1,0,0,0,27.6,32.6,23.6,77,58,2.4,5.3,"西",8.8,"西",9.5,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-12,1004.7,1007.2,0,0,0,26.9,29.8,24.9,81,67,1.9,4.1,"西",6.4,"南西",0.6,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-13,1002.4,1004.9,10,9.5,5,26.3,31,23.1,83,64,2.1,5.4,"東南東",8.9,"東南東",2.7,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-14,1001.7,1004.2,0.5,0.5,0.5,26.6,30.1,23.9,77,63,2.3,5.4,"東南東",8.4,"北東",1.3,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-15,999.6,1002.1,30.5,14.5,9,24.3,26.1,23.5,96,85,1.1,3.1,"南西",5.1,"南西",0,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-16,1000,1002.5,30,7.5,3.5,23.9,26,22.3,97,89,1.1,2.9,"西北西",5.3,"西北西",0,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-17,998.4,1000.9,4.5,2.5,1.5,26.4,31.8,22.1,81,59,1.9,4.8,"西",8,"西",9.1,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-18,1002,1004.5,0,0,0,27.6,31.4,24.9,76,60,2.5,5.4,"西南西",9,"西南西",3.1,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-19,1000.5,1003,75,46.5,15,26.3,29,24.1,90,76,3.1,6.8,"南西",12.5,"南西",0,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-20,1000.3,1002.8,0,0,0,28.5,34.3,25.2,74,50,2,5.4,"南西",10.8,"西南西",6.6,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-21,1002.9,1005.4,0,0,0,27.8,34,23.7,76,53,2.3,5,"西",8.2,"西南西",5.7,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-22,998.1,1000.5,7.5,7.5,4.5,27.9,32.1,24.5,79,61,2.3,6.5,"西",10.8,"西",5,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-23,999.4,1001.9,0,0,0,28.4,32.8,24.9,68,47,2.7,5.5,"西",9.7,"西北西",11.3,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-24,1005.7,1008.2,0,0,0,27.8,32.4,23,71,50,2.6,5.6,"西",9.2,"南西",12.2,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-25,1007.9,1010.4,12,12,7,28.9,34.2,23.6,74,39,2.3,5.2,"西南西",7.5,"西南西",11.6,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-26,1008.7,1011.2,39,15.5,8.5,26.6,28.9,25.4,94,81,1.3,2.6,"南西",5,"西北西",0,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-27,1010.4,1012.9,0,0,0,28.1,31.9,24.7,81,68,2.1,5.8,"西南西",10.5,"西",5,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-28,1012.3,1014.8,0.5,0.5,0.5,28.3,32.9,24.1,79,56,2.4,5.1,"西",7.7,"西",9.5,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-29,1014,1016.5,0,0,0,29.1,33.5,25.2,77,55,2.8,5.4,"西",9.3,"西北西",11.5,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-30,1013.1,1015.6,0,0,0,29.3,33.8,24.8,75,55,2.7,5.7,"西",9.1,"南西",10.7,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-31,1011.5,1014,0,0,0,30.2,34.8,27.1,72,54,2.8,4.8,"西南西",7.8,"西",9.2,NA,NA,NA,NA,"47657","47657_2022_7"
2022-07-01,1007,1014.8,0,0,0,28.4,32.2,25.1,73,58,2.4,6.9,"西",12.6,"西",12.9,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-02,1005.9,1013.6,0,0,0,28.5,32.3,26.3,71,51,3.8,6.5,"西",13.7,"西",6.6,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-03,1003.8,1011.6,0,0,0,27.1,30,24.8,79,69,3.7,8.5,"西",15.8,"西",0.2,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-04,1002,1009.8,0.5,0.5,0.5,25.9,29,24.5,80,64,4.2,11,"西南西",16.9,"南西",0.4,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-05,1001.1,1008.9,9,3,1.5,24.3,26.5,22.5,91,78,1.7,5.6,"西南西",8.9,"西南西",0.2,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-06,998.3,1006.1,0,0,0,26.1,32.4,22.9,81,53,1.6,4.5,"北北東",8.4,"東北東",5.7,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-07,1002.1,1010,0,0,0,24.8,28,23,82,72,1.4,4.2,"北北東",7.6,"北東",4.7,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-08,999.4,1007.2,0,0,0,24.6,28.5,22.4,79,62,1.5,5,"北北東",7.1,"北北東",2.3,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-09,996.2,1004,0,0,0,24.8,27.6,21.9,82,74,1.9,7.3,"西南西",11.9,"西南西",3.6,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-10,998.7,1006.4,1,0.5,0.5,26.1,31,23.2,80,61,2.2,6.6,"西南西",10.3,"西南西",5.1,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-11,1000.4,1008.2,0,0,0,26,31,23.2,84,59,1.5,4,"南南東",5.5,"南",8.9,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-12,999.6,1007.4,2.5,1.5,1,24.5,26.8,23.9,97,84,1.7,3.9,"南南東",5.9,"南東",0.3,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-13,997.6,1005.4,4,3,1.5,23.9,26,21.8,95,82,1,3.3,"南",9.5,"北",0.6,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-14,996.9,1004.7,2.5,1,0.5,24.2,27.6,22.3,93,74,2,5.5,"北北東",7.8,"北",1.9,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-15,994.4,1002.2,58,17,4.5,23.1,23.7,22.7,100,98,1.4,4.5,"北北東",5.8,"北北東",0,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-16,994.9,1002.7,14.5,5.5,1.5,23.4,24.4,22.7,99,94,1.2,4.2,"南南東",6.2,"南南東",0,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-17,992.9,1000.6,5,3,2,25.2,30.3,21.9,85,66,1.8,4.9,"西南西",8.9,"西南西",7.2,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-18,996.2,1003.9,0,0,0,27.1,31.4,23.9,75,60,2.6,6.4,"西南西",11.1,"西南西",3.6,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-19,994.6,1002.3,86,27.5,9.5,26.4,27.9,24,89,76,5.7,15.2,"西南西",25,"西南西",0,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-20,994.8,1002.5,0,0,0,27.8,32.4,25.1,78,59,2.1,14.2,"西南西",20.8,"西南西",9.9,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-21,997.9,1005.7,0,0,0,26.2,28.7,24.7,84,68,1.2,2.9,"北北東",4.8,"西南西",3.8,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-22,992.3,1000,8.5,8.5,4.5,28,32.8,24,75,54,3.9,14.6,"西南西",18.7,"西南西",8.2,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-23,993.7,1001.4,0,0,0,27.9,31.7,24.4,70,54,2.9,8.1,"西南西",12.3,"西南西",12.9,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-24,999.9,1007.6,0,0,0,27.9,31.8,24.9,67,51,2.7,5.2,"西南西",9.3,"西",12.3,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-25,1002.6,1010.4,0,0,0,27.2,30.4,25.3,82,58,2.6,6.2,"南南東",9.3,"南東",10.6,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-26,1003.3,1011.1,29,9.5,4,25.9,28.4,24.9,99,88,1.1,3.3,"北北東",5.3,"南",0.4,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-27,1004.6,1012.4,0,0,0,28,32,24.7,79,66,2.5,8.2,"西",12.4,"西南西",7.4,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-28,1006.6,1014.3,0,0,0,28.3,31.5,25.9,77,66,2.2,5.7,"西南西",9,"西南西",8.5,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-29,1008.3,1016,0,0,0,28.6,33.2,25.5,77,58,2.1,6.2,"西南西",10,"西南西",11.7,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-30,1007.1,1014.8,0,0,0,29.4,33.2,25.8,70,54,2.8,6.2,"西",11.3,"西",12.7,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-31,1005.4,1013.1,0,0,0,29.8,33.8,26.9,70,57,3.6,9,"西",13.4,"西南西",11.1,NA,NA,NA,NA,"47668","47668_2022_7"
2022-07-01,1013.8,1015.6,0,0,0,27.8,31.2,24.9,81,66,2,4.1,"南南東",7.2,"南",11.9,0,0,"晴、雷を伴う","晴時々曇","47656","47656_2022_7"
2022-07-02,1013.5,1015.3,0,0,0,28.2,31.5,26.3,81,64,2,5.2,"南南東",8.7,"南南東",8.2,0,0,"曇時々晴","晴後曇一時雨","47656","47656_2022_7"
2022-07-03,1010.8,1012.6,2,1.5,0.5,26.9,30.4,25.1,84,69,1.4,3.1,"北西",5.5,"西北西",0.2,0,0,"雨時々曇","曇時々雨","47656","47656_2022_7"
2022-07-04,1009.3,1011.1,3,2,0.5,25.2,28.4,23.1,86,75,1.7,4.8,"北西",9.6,"北北西",0,0,0,"雨時々曇、雷を伴う","雨時々曇","47656","47656_2022_7"
2022-07-05,1007.4,1009.2,67.5,18.5,6,23.8,26.8,22.1,95,84,1.3,3.5,"東北東",7.4,"南南東",1.2,0,0,"大雨後時々曇","晴時々曇","47656","47656_2022_7"
2022-07-06,1004.1,1005.9,1.5,1.5,1,26.2,31,22.5,84,60,1.6,3.9,"西北西",6.9,"西北西",6,0,0,"晴時々曇後雨、雷を伴う","曇後時々晴一時雨、雷を伴う","47656","47656_2022_7"
2022-07-07,1007.7,1009.5,1.5,1.5,1,26.5,30.8,24.3,80,59,1.8,3.5,"南南東",7.2,"南南東",5.2,0,0,"晴時々曇、雷を伴う","曇時々雨、雷を伴う","47656","47656_2022_7"
2022-07-08,1005.4,1007.2,20.5,14.5,4.5,24.6,28.4,22.5,89,73,1.6,4.1,"南南西",7.1,"南西",1.3,0,0,"曇時々雨","雨時々曇、雷を伴う","47656","47656_2022_7"
2022-07-09,1002.5,1004.3,15.5,14,1.5,24.8,28.3,22.5,89,69,1.4,3.5,"南",7.4,"南南東",1.5,0,0,"曇時々雨、雷を伴う","雨時々曇、雷を伴う","47656","47656_2022_7"
2022-07-10,1005.1,1006.9,0.5,1.5,0.5,25.8,29.9,22.9,85,63,1.7,3.7,"南南東",6.9,"南南東",6.2,0,0,"曇時々雨後晴","晴","47656","47656_2022_7"
2022-07-11,1006.4,1008.2,0,0,0,27.3,30.9,24,82,64,1.8,4.9,"南",7.9,"南",10.9,0,0,"晴","曇","47656","47656_2022_7"
2022-07-12,1005.5,1007.3,14,5,2.5,26.1,28,24.7,91,81,1.4,3.2,"南",5,"西南西",0,0,0,"雨時々曇","曇時々雨","47656","47656_2022_7"
2022-07-13,1003.1,1004.9,1,1,0.5,26.6,30.7,23.9,84,62,1.7,3.8,"東南東",8.1,"南南東",5.5,0,0,"曇一時雨後晴","曇一時雨","47656","47656_2022_7"
2022-07-14,1002.4,1004.2,3,1.5,0.5,26.2,29.3,24.1,83,64,1.8,3.6,"東北東",6.6,"北東",0.4,0,0,"曇","雨時々曇","47656","47656_2022_7"
2022-07-15,1000.3,1002.1,36.5,7.5,3.5,24,25,23.4,97,93,1.3,3,"北北東",5.2,"北北東",0,0,0,"大雨後一時曇、雷を伴う","曇後時々雨","47656","47656_2022_7"
2022-07-16,1000.6,1002.4,102.5,32,13,23.7,25.3,22.1,97,85,1.3,4.6,"東北東",7.3,"東北東",0,0,0,"大雨時々曇、雷を伴う","大雨時々曇、雷を伴う","47656","47656_2022_7"
2022-07-17,999.1,1000.9,4,7,1,26,29.9,22.5,85,69,1.8,4,"南南東",7.1,"南",6.6,0,0,"雨時々曇後晴、雷を伴う","曇時々晴","47656","47656_2022_7"
2022-07-18,1002.5,1004.3,0,0,0,28,33.8,23.5,72,47,2.4,6,"南西",11,"南西",4.2,0,0,"曇一時雨","雨時々曇","47656","47656_2022_7"
2022-07-19,1001.3,1003.1,119.5,43.5,13.5,26.4,28.5,24.1,90,74,2.2,4.5,"南西",9.6,"西南西",0.3,0,0,"大雨時々曇、雷を伴う","曇後一時晴","47656","47656_2022_7"
